976,When Harry Met Sally...,1989,UA,95,7.60,195663,92823600
977,The Little Mermaid,1989,U,83,7.60,237696,111543479
978,The Naked Gun: From the Files of Police Squad!,1988,U,85,7.60,152871,78756177
979,"Planes, Trains & Automobiles",1987,U,93,7.60,124773,49530280
980,Lethal Weapon,1987,A,109,7.60,236894,65207127
981,Blood Simple,1984,A,99,7.60,87745,2150000
982,On Golden Pond,1981,UA,109,7.60,27650,119285432
983,Mad Max 2,1981,A,96,7.60,166588,12465371
984,The Warriors,1979,UA,92,7.60,93878,22490039
985,The Muppet Movie,1979,U,95,7.60,32802,76657000
986,Escape from Alcatraz,1979,A,112,7.60,121731,43000000
987,Watership Down,1978,U,91,7.60,33656,
988,Midnight Express,1978,A,121,7.60,73662,35000000
989,Close Encounters of the Third Kind,1977,U,138,7.60,184966,132088635
990,The Long Goodbye,1973,A,112,7.60,26337,959000
991,Giù la testa,1971,PG,157,7.60,30144,696690
992,Kelly''s Heroes,1970,GP,144,7.60,45338,1378435
993,The Jungle Book,1967,U,78,7.60,166409,141843612
994,Blowup,1966,A,111,7.60,56513,
995,A Hard Day''''s Night,1964,U,87,7.60,40351,13780024
996,Breakfast at Tiffany''''s,1961,A,115,7.60,166544,
997,Giant,1956,G,201,7.60,34075,
998,From Here to Eternity,1953,Passed,118,7.60,43374,30500000
999,Lifeboat,1944,,97,7.60,26471,
1000,The 39 Steps,1935,,86,7.60,51853,
